medallion,utilization
002B4CFC5B8920A87065FC131F9732D1,0.3854166666666667
0035520A854E4F2769B37DAF5357426F,0.36895674300254455
003889E315BFDD985664FE5A4BCC0EC4,0.3333333333333333
003D87DB553C6F00F774C8575BC8444A,0.5120192307692307
003EEA559FA61800874D4F6805C4A084,0.27395715896279593
0067C755A2988CB8FA17AFCFE987B6A1,1.0
0081EFFCBB2AD30F9D85B3A07F5EAB45,0.2989949748743719
00891E0B23CDA09C34A4E9B91B46E8A6,0.5270655270655271
00A49907F0F143BD43111FEA38F43DFC,0.2631578947368421
00A74F4CAB098B3A345A580BFCEEA467,0.3578485181119649
00B7EA9C3A09BEFD804B6C5465B92D56,0.3232810615199035
00C0D6B69E6F5960172489EF1F0DB20F,0.3697813121272366
00D07524C1482FF5A3CB0932BE29003E,0.6612903225806451
00E13C3F85356F17D26CABD9088E730D,0.489247311827957
00E67F2CAC914F384C9803F02C7F85D9,0.19979402677651906
00EEA9525C3C7B6DF582BFBDBB938A7D,0.1007905138339921
00FD1D146C1899CEDB738490659CAD30,0.6140350877192983
00FF7906D2968161B83E04AF033CF02E,0.5145985401459854
0101469355E11C48FDE433CD82030560,1.0
011D4D788982F461B5CEC68008AD5D10,0.3173469387755102
0134117C826AD3BF68E7CFFD14426298,0.6121495327102804
01437B898F3B5BBAD69CCD7AE45032D7,0.4756554307116105
014ACA98D3DDEC14F0C3B635CA4BC080,0.25048923679060664
0164F1BA04FE68BEF694DC338B0FB837,0.3676222596964587
01891D7CE2CB53580F7AE5435E001A41,0.4490566037735849
01963F510A38DFB04FDCBB0574BF677A,0.45871559633027525
01A364CE60B9C1F5CB5E44C67143A5D8,0.42359767891682787
01B3759A03D0D86B2E75686281094832,0.313969571230982
01C34EB474D1D99C1F26E12FCF08B9F6,0.45188284518828453
0200040947E2B1D081AF8F007C161F04,0.3313782991202346
024BE2DFD1B98AF1EA941DEDA63A15CB,0.4533333333333333
024F5B8C15D735F62CA2EADAE3C5D2FC,0.5942857142857143
027A9A35F6EEA3047B7DDF386E17CE27,0.3944099378881988
02977FF6387A1A2C71052508C5603E39,0.27853260869565216
029DC7E2FC05C1D08AA6B34E93F6741F,1.0
02B7DE7C2E111399FA7F96560B163A70,0.43820224719101125
02BBF79756F59468C477CB6C25AC4EFA,0.7079646017699115
02C09A51762CE95E195E0EF5AEEC16DD,1.0
02CDF4B814C18DE3898FDA761EA8A5B4,0.35454545454545455
02CEBCE78642047165DD6E729BF7E3AC,0.15546218487394958
02D98AA3CB447475FD0F3BA4C9D68BEB,0.5223880597014925
0310297769C8B049C0EA8E87C697F755,0.3582887700534759
03433D4310F10E0DFA32737C788035B1,0.4753289473684211
034BF986CBF876AE48C633CB96653F5F,0.4673913043478261
035A25BC8C3C1868838AD8DC880DE0F6,0.3710843373493976
03634DCC70216A7C8C9D8542FD590A92,0.8194444444444444
0382E229B8353ED19BF59FD35A355A53,0.49122807017543857
0399AE27CC8809B4655FEEB775CB2D86,0.4806949806949807
03B390017C7E2B4FB9652DE6239C33FB,0.6253776435045317
03B818B3691E346ED13E54ED414477E8,0.44421906693711966
03BEA0DB03A589C5C77BD4152A2F4396,0.4437984496124031
03E147B9675557325B8C7EBC717E0F46,0.31098696461824954
040EF850718DFA6812F26C29982508F5,1.0
0428E3DD09EA5A63D85509C7CA8C0199,1.0
044E7FFFA2AB5537976D736271EBB243,0.5163398692810458
047076DF2D4B56D2B4E71477FBBD4B29,0.4110787172011662
04A54E9D5FDF2449B9054968119CB2FB,0.2459605026929982
04BC6422B122AEA5BF32379379F709AD,0.3675496688741722
04C1F9B8FCDE40E63209C394B5A4389E,0.25149700598802394
04C6AA46EFBCF9E0CE94A51938525F1A,0.421455938697318
04D107A378DC761FDA5E92362DCA24E3,0.678714859437751
04F02712AFA8710872FC5208A59AE1A5,0.21064552661381652
04F30DCFE26FDAB7DEFC0BB9A8701933,0.5769230769230769
050A9A6A4B28BBC92E6BCA5E130C2936,0.22123893805309736
050ABCE14371E671A6260A74D2C1F59B,0.4532258064516129
050E71DA009681B177455E36A1FDB041,0.484149855907781
0526F5A11D0EB44136516715A019DE59,0.2222222222222222
05296CB5EF8FD032301A53748CA26243,0.3905053598774885
052A98BFCD2274187F8DCA1ADAA78125,0.3446808510638298
0531373C01FD1416769E34F5525B54C8,0.4430379746835443
054420CBBD56C1ECB7BB55085E3C0948,0.512
0554EEDB0E9A05B30CC37E3AFBEB5329,0.5182926829268293
055812F3BA1EEC412E4334F6B8700D25,0.5326876513317191
05656E0120B5B5A98016D9015A84A2C6,0.25370919881305637
0566C1C4F78A4ECD5EFB65A84996EAC2,0.4106813996316759
05806CBB0C7B66A910AADB4AFDCBBFD6,0.3508771929824561
0587ABA72D8647D95EB0B624726381E6,0.31543624161073824
05957CAE639FBEF3437C288251786169,0.25749559082892415
059A0953850A7AB184964FA36C1B0C6B,0.5076335877862596
05A2592466AB832E2A8038DF66521671,0.3302752293577982
05CBBA266C228F2E5DB81C94F32A3E84,0.38190954773869346
05E791EBACCC57E096D5847D34589DF1,0.4390581717451524
05E92BA610BCD4AAD2459A208274ECA4,0.5299401197604791
05F78AB52FD9C5614F90554F0EDCEC75,0.392
062281602740F289FB3C49AD21C5A973,0.2825836216839677
0625F15DA2F374A90B225F2E8EC425DB,0.695852534562212
0633F20382D071581F2897798EA60A57,0.6604651162790698
063430B3EBEAF839EB341DFE64E97BD0,0.42408376963350786
0640F300788894DCD2E5DE1D65694F4A,0.34277198211624443
0659F329CF648F1C3FF29F0FB4B1BF72,0.3132295719844358
065C46896CE810332EDD2A5AC83F7BEF,0.34960629921259845
066E412905F56CE0CF60D9393627A978,0.4510703363914373
068BBBB507BB54C49473D17F9C6376B4,0.2966101694915254
0697140065382714175551868A8C1B15,0.46174863387978143
06A38297515E1320AE12B85258FA27B6,1.0
06A66337E6193BB25EAE57ECFC016898,0.47706422018348627
06A666B1B23A74B548043FD3D480432B,0.49189985272459497
06EA2430B52B18E8C03A7EF59C487146,0.4307178631051753
06F4759785554F5D0E6DDFB42D320158,0.49725776965265084
0706F69527090B0AD5D8922B745FEAA3,0.6888888888888889
071B3140782E2405C82C1E1CDB44FF6F,0.4724770642201835
07290D3599E7A0D62097A346EFCC1FB5,0.2014388489208633
07674EC50211EE1F894037EFB5C10EDD,0.4451219512195122
0782A4B521575E3CFF50446FA135A5CD,0.3401015228426396
079027FB3402253C1EB657F493FBF50D,0.568
0794ECE3C5AD2BDEEE811C487D6CDC8B,0.32941176470588235
0797C43D0AB24B4F325DEEDA3F434036,0.22962962962962963
079BBA42DA5E9E01989B280177026A17,0.32840236686390534
07A0A68365AC8905157956356A804271,0.17276166456494324
07A5B8AA9A594BAA47BC512D621F2074,0.26519337016574585
080B05A11C8D48FE44186400F84881B2,0.3655514250309789
08257250116FC8B672F7B148D8D023B9,0.4236006051437216
082A572AD488EC51597094EE5D6EAE8F,0.5431034482758621
0832BDD7A3BE2ECA14DC518FCA8B7E5D,0.2925101214574899
0835F01C2AD4B339EBB247DA533D69ED,0.23453237410071942
0836A7E37C5477AA1D8F213A7856AD9B,0.4894837476099426
084ACA045413975E5FB960ECBD9C6588,0.22684085510688837
08B8CD4A3E1A0804F67F9B4328411987,1.0
08D1823F63016D524C75F78CD737200D,1.0
0901A56EF820DE0A2F999426B5B3DDAE,0.37572254335260113
0903AA45A0EC961B944D9AA21436F216,0.3238095238095238
09059ECCC553E55DBD93F5083D09A3FC,1.0
090DFC82C624A617EC0E80818B484427,0.6678082191780822
0923AC05C4C0B9A3DF5C7806895338FA,0.31337047353760444
09431E154A7544CCCDB961F2EA865243,0.41134751773049644
09515CA4AA72062F47EC4279FA7E0941,0.4838709677419355
0957AB428722E2A85CE2AAE74849BE82,0.430622009569378
095C09F47409BF97C9563F730BE7BD69,0.3143631436314363
0964BAF015F74B4E628615EAFD0E2D57,0.3368560105680317
096635A300028A8FBAD76544A0D66385,0.2968421052631579
098FF67267798F397F82E0922FA70FAB,0.38351822503961963
0993B35345855A59358A2E144B09DD7B,0.40497076023391815
09BE637273FF37158ACF729AA960F449,0.4078549848942598
09C6A58617D39C6AF257965FE1EADADD,1.0
09EE700858482DA94CCBC192D2208B10,0.38294314381270905
0A2B0D09CC814C4DFE90079A20E490E3,0.32558139534883723
0A34A99FFA084D5791FF569897425D1C,0.32908704883227174
0A3BE3D371D9E87E699561C903AED3D5,0.28793774319066145
0A48D418CEC232DBA6AC8B1D89133CA4,0.38207547169811323
0A522ABFC595C8CA155690782639621E,0.30434782608695654
0A63FC93E7E6AFB219214DA3AACA3762,0.4781491002570694
0A6716952AE1B7B1EB901776A8DB82C8,0.5250596658711217
0A6F3D74857E2B7AD7F0F12C643B7348,1.0
0A7E2DB544D098553DDEF21DE361DD95,0.39652448657187994
0A98C39EFB8FC144AD266417455C13F3,0.39461883408071746
0AA19E9173F2672FC974C7B77412E0D7,0.43169398907103823
0AB577178F654F45149AF746A996D04D,0.6574585635359116
0AB810D823EE5A31213C50EE71FC0042,0.3315508021390374
0AE605C79E9EBC1FE18A3B5938B64D15,0.6108374384236454
0AE8BD5684889081E1CA269334A536BE,0.3707865168539326
0AF3E5BE2C7E0D065807031EC98BC930,0.322061191626409
0B0291D54AEF33BF894B20614BCD6F38,0.45652173913043476
0B08B8A356D5BC186404066DB6EC0997,1.0
0B0F186D7B3ED9E6D7F7AC9CED9CD597,0.5154320987654321
0B120D8BE3AD36A0A94B8ECFEA04C959,0.25259067357512954
0B1C85B5C2B3B3DA21D2EFA36941FCFF,0.4797570850202429
0B24B84044C6BD495B9B9C704BE18FFF,1.0
0B3F2B0EF39CEDFAD933992382471806,1.0
0B3FAB0F479B74ECFDB842356299CA28,0.373134328358209
0B5762980CCBE45614FD401338AD890A,0.2833545108005083
0B593CED4C3F363DD4ED3F745B651CB1,0.5008605851979346
0B84045AE4809A95A32F796400C8B403,0.3317384370015949
0B894AA5971D456392009FEEADC83C75,0.40064102564102566
0B9A41A076F6767BB2E2EA2A64301959,0.49336283185840707
0BD7C8F5BA12B88E0B67BED28BEA73D8,1.0
0BD94C6F9A4B2D10C99669DF9198FF8E,0.9090909090909091
0BED819B18394BD0E860A27E7D1436D6,0.6983240223463687
0BFF2E9265220B600E78E10C496B599F,0.7555555555555555
0C1D71615442EE43AAF64C16BDF5FA28,0.46113989637305697
0C2E004B7633C945431FBD624132B9A4,0.2091020910209102
0C3E065904E923C33696B809E1FE1538,0.5088757396449705
